serial,B1,I1,N1,G1,O1,B2,I2,N2,G2,O2,B3,I3,N3,G3,O3,B4,I4,N4,G4,O4,B5,I5,N5,G5,O5,firma
0140,1,16,35,59,71,2,29,44,56,73,10,17,LIBRE,53,64,7,27,40,52,67,14,28,38,55,74,ace6ab991e3bb2f8c333b36e3774e11f96b0b9013141411b8454806a44038881
0141,8,21,36,55,69,13,30,40,46,65,10,22,LIBRE,52,64,3,19,37,58,73,5,23,33,57,74,a7d22f9b2d2ea25a0758aaa135bc25fa829d38b9f0b9abebca4f4903a454cf61
0142,14,25,37,46,75,12,24,34,55,63,15,29,LIBRE,57,62,3,16,44,47,64,7,27,40,48,68,e67c944e565c735a854c43d18215df3c5b1945f6b15ac16c3b9cf51b17a5dcf1
0143,5,29,44,47,65,15,17,40,56,75,10,25,LIBRE,57,72,7,16,31,55,67,1,19,32,50,61,f53df96f6a0dc1c7d3b29f7372233cbf88c010474d47b12a9eb7b85218aab9a7
0144,2,30,43,54,75,14,22,45,50,64,4,21,LIBRE,59,61,1,27,41,48,71,12,16,32,60,66,b50dbfdac3c61da6606f43965fdf6d31eff0db131d955476e80ccd2cc7e85a6f
0145,13,30,37,53,70,8,26,43,51,63,5,18,LIBRE,47,61,6,22,39,48,62,14,25,34,49,72,76e63b41bb03e41b6e30ba88b0c588a471ffbd829293d86945267a425f71ddfc
0146,6,30,32,51,71,15,22,37,50,69,13,19,LIBRE,56,61,8,17,40,58,65,1,26,42,49,66,ce512caced5956f3f19996083b72bc78d487fe54f38bd3ccc1be819aee4b0e89
0147,1,17,41,48,73,12,22,34,47,61,8,30,LIBRE,58,75,2,20,38,54,64,6,29,33,46,70,daf905d41699ed82a475fb8f2f90835ca874a8e537b80e0f3233ef9163d74160
0148,14,18,37,47,73,15,21,42,57,69,7,19,LIBRE,52,68,4,17,44,51,67,11,23,41,56,72,477b72c1a92f85306beffb413a39891761ecb492b65f15b2eb9e74548cbaf7ac
0149,11,19,39,46,70,12,26,38,51,61,3,23,LIBRE,57,65,4,18,40,47,66,9,25,37,58,62,99d1c1116ce30fce86d34b676ba8ec3599cf4045dbb5de1f4ea40cc1d997553d
0150,12,22,39,54,63,13,26,44,58,64,8,27,LIBRE,51,69,11,18,40,52,66,4,17,35,59,65,805d6539b8de9e833fa8b6007fa3e03063df802d94db9f23be711037a56df25d
0151,15,22,44,46,63,5,27,35,58,75,13,25,LIBRE,50,62,11,30,34,57,66,14,19,37,55,67,a1c2653a0ef83be57f8d0e6a328cd9611837532a4e8d5c70d44888bfad6fdf00
0152,7,27,35,54,74,6,23,44,46,66,3,29,LIBRE,60,64,14,28,40,51,71,1,30,38,57,70,6b579f1aa67e924000421c40f078586fad8d05337c299511fa99f4a316859246
0153,5,21,36,54,62,6,20,42,55,61,13,30,LIBRE,46,69,11,17,44,51,67,2,25,38,60,71,4d930984c394f922b0d5c3be5e338a4e79239123dc7ba74f08cb1e52b53548ba
0154,6,18,43,59,63,4,26,40,46,68,1,29,LIBRE,52,61,15,22,44,49,66,9,27,34,50,69,822ab11501f1cab167fa4cce382fb86e0467892be13b0fdbccf82ec4d8d4c3c6
0155,5,26,35,47,62,8,20,31,59,66,15,18,LIBRE,53,64,4,17,42,46,71,10,16,33,52,74,4f6b738181ae0bab67245cc3cc60f84e51d0721ac552747cd542bc3633265833
0156,4,25,38,50,72,13,27,31,60,69,2,17,LIBRE,58,66,8,30,41,48,61,9,29,42,46,63,0f944d2ed5cca676048dd62713cfd0f500865ac7397e930a0ad5ec293b873d0b
0157,6,22,38,48,61,14,25,35,52,72,12,20,LIBRE,49,64,8,17,37,54,70,10,23,41,57,74,b838467215bedbfb88b34c4ab4612794556374bbf3e0738f7f27dc57415cb7d0
0158,3,27,34,50,66,5,23,41,54,62,4,21,LIBRE,59,64,14,26,39,46,69,7,30,37,57,70,33b2b638ee210352c5fb23b323ae5457e4ad9e144967bec08e956f6cddb6f6a5
0159,10,29,37,46,75,4,24,44,47,66,3,20,LIBRE,58,70,13,18,31,49,73,5,27,35,51,68,faed3f08ae78a20b1f75ebb410f521b6618d92a0d229c2af9a5327b3a7f7145d
0160,4,19,43,50,71,12,16,41,58,73,13,29,LIBRE,54,74,1,17,42,53,67,8,18,31,60,61,0c9fb05a2800d03cf15ac8245dc152fe427d8fbf526063592c6b72d187fca3d5
0161,15,20,38,47,69,5,26,37,49,71,1,19,LIBRE,56,67,4,18,40,52,68,3,17,43,50,63,5307714a984c84aa4aac67dc709066e2c38490d600ca7e92b51dd9e078ecc718
0162,6,26,37,53,63,10,30,32,49,68,11,22,LIBRE,51,73,7,19,39,55,61,3,24,34,58,66,6fde264d39d95f9e6c40b358460e9d9d7a210fe02f8f388e614312e0a01dc963
0163,9,29,34,60,74,7,30,42,46,68,5,18,LIBRE,53,72,3,28,33,59,64,2,22,39,56,70,34945cfa82d9e20428f31d7545e13436c266245ccf63c2dfab0211ee4219c0d9
0164,14,23,42,50,67,3,21,33,56,74,2,29,LIBRE,54,66,8,20,43,48,71,9,22,31,58,62,8e08d0525c6e0f9b66ab32866516a3a6adfa0341843fb8e161d4344693078cec
0165,13,17,45,52,65,7,24,41,46,68,1,23,LIBRE,59,67,6,28,42,53,74,15,21,37,48,75,efcd92e5661ea16cfbad5c3a56e8f742f46fdad1943c36cd5a09d99da8a6ebb9
0166,10,30,36,47,71,14,26,33,51,69,6,21,LIBRE,49,72,5,16,38,50,63,4,28,40,54,70,18d4cc2c6c22614d2a50d9ffec71a1f8178c40244bb46ba8d1b1aff1f9ee74e2
0167,14,24,41,46,71,3,27,35,54,63,10,21,LIBRE,53,70,6,29,33,47,64,9,22,32,48,75,8fc4625da828f76cf8838ad1dea1e1925c51e574e837d28088e680ffba04101c
0168,2,25,41,58,72,4,29,42,60,69,9,26,LIBRE,55,70,10,30,38,57,75,11,20,34,47,61,25005180c18f9d0d7ce93bb8190ee42fa0fa9ee5e4f2ce15aaab4a562fc19b26
0169,13,21,37,56,73,5,20,40,55,71,8,18,LIBRE,49,66,15,19,32,58,65,6,30,44,52,61,a5f51c670129957223c0b0ec832e4c196c1ab49d268d4b78b28bcc030c0c9be3
0170,2,20,32,60,68,3,18,44,47,64,5,27,LIBRE,57,62,9,30,35,49,65,12,19,42,58,63,5daf439bd712cd8ecbfdfc2adab871bd9551825da48bc5ef1be10d4d63b1b3d5
0171,9,29,42,46,66,6,16,43,58,65,2,26,LIBRE,49,73,14,22,40,60,67,3,21,44,57,75,dae93e7e2ada627ab08aedbd36c17840e993bdf44f795d564562216e7187a42d
0172,5,27,31,52,70,11,24,38,55,73,8,17,LIBRE,56,65,9,16,45,47,62,1,22,44,46,67,c5ffcf31eba9a6cdf605d6b7e0b50ffa358a0278006c50fa1def309b564fc576
0173,2,28,40,58,72,5,16,42,50,70,3,26,LIBRE,54,73,1,17,43,53,71,12,27,31,55,65,069f0ab801ac36a00178360676976c40166702479101305b632bc5b5a8425569
0174,7,22,42,55,63,8,21,41,49,75,13,29,LIBRE,52,69,15,17,34,48,72,3,25,38,50,70,6d0ee03368c39622a8fd2d26b2bebf2afb4d95e7979deb575ca60bd67ba775c6
0175,12,27,34,46,69,1,19,40,51,64,2,26,LIBRE,54,63,7,22,45,52,71,11,29,41,57,65,cd1154ecd97880e87ec8c6e135a2d4e4f3abb1d4286d78d958edb705fe3640e3
0176,15,24,36,53,68,3,21,43,58,70,6,23,LIBRE,55,74,10,16,32,52,72,5,29,44,60,61,0d6246b7b0775f100e5d99fc0d47e85b2c0643a515954b546a730fef181c509c
0177,15,21,41,55,64,3,19,33,54,71,1,28,LIBRE,51,68,11,18,40,59,72,12,26,32,56,75,67a7ae782df62a9c35db07047b64f7d133079a40575d33298cebb7ffa9ca15af
0178,5,23,36,50,73,12,27,34,57,64,13,25,LIBRE,52,71,3,21,32,58,75,9,28,33,53,61,5c06173407c1f868fd4b0e58694b3af6c1af26222ddc260fbe48850d0079fd9e
0179,12,24,38,48,62,8,28,43,50,67,14,19,LIBRE,49,71,2,20,37,47,74,1,26,45,59,65,cf72b022d2b977155a668af9988e37e941479f3f316d4868d363d609fb6f90fe
0180,12,21,33,52,70,10,18,32,57,69,13,28,LIBRE,58,74,14,29,31,48,64,11,26,44,54,67,57ff329cbca2bbd79df9df4944c95ce4eac6f01c8cd06aa0fc50d209b2b92164
0181,15,19,37,53,73,9,18,36,55,61,5,30,LIBRE,56,75,3,24,44,47,62,8,21,31,57,67,ff1e58d52980ff306bae4e4f01b90d2c8af7d9eb8f0b74a4aba551b189b6e59c
0182,13,20,36,60,71,5,17,38,55,64,12,29,LIBRE,58,75,4,19,32,48,65,1,25,40,46,74,30fa2091a7eedb8390e4b216b79c199271ebf8a7413c180ce8bc5298257d4515
0183,9,30,44,47,74,4,25,31,53,75,15,24,LIBRE,56,70,13,21,41,48,67,14,27,32,46,71,366cb369d57c7e0d4d0a864ff1e2412878353878ddfcafa4d2ce01f944febe43
0184,7,24,39,55,70,3,29,43,56,62,12,21,LIBRE,52,68,11,30,40,50,61,9,16,45,57,73,ac92f5d3d98d5273e19fb99dd80929adaeb9a810682124ba3e0e5a59be774fbf
0185,2,25,38,56,75,13,26,42,57,62,7,19,LIBRE,52,68,11,17,31,51,61,5,29,43,48,69,d7cae4752a72798568c82597c9a10b8919a7bdf9d6a97b8639eb7951ebd4e0d9
0186,12,17,32,49,62,1,30,44,52,64,10,29,LIBRE,50,73,14,27,36,58,66,3,18,41,60,70,973ad5beec7cf007508657ad15fd1fd7a09a271ba12b508508f7021040edb9a6
0187,12,26,37,49,63,4,17,45,48,64,14,30,LIBRE,52,61,9,23,36,57,71,6,18,35,58,70,213a1e58a75cce07e0c3976ff7a2489f1872aaaec1d4dc12386fef9a7e9551f0
0188,4,29,38,47,73,13,19,40,54,72,7,30,LIBRE,60,70,6,16,37,49,74,12,20,43,55,66,a3651ef9e56f11f6b17b032fe7c07dff8b43928b1987bbe8ebad5060e56f03dd
0189,8,30,33,60,63,11,20,37,49,75,3,23,LIBRE,57,66,9,27,43,54,67,15,24,34,58,70,60cd72fa01d53b90c310bbbb3b1e2a5a313e8f9ae814b0d58b88a674038bb257
0190,15,22,41,51,68,2,17,44,47,62,13,24,LIBRE,60,70,8,30,34,54,75,4,28,31,57,63,d1eda46d9ebd94f62f07e1f539c42fe08955f45b3416653bbbc22a28dbd17cab
0191,11,22,42,47,74,5,18,35,50,65,10,28,LIBRE,46,70,13,25,32,56,71,15,23,31,60,63,1b453a32934f9d4fd1903d680b73e7a22587401e49f31c7a709ae66c2cd00b6c
0192,6,24,34,52,64,15,19,44,46,74,10,20,LIBRE,51,68,9,27,41,58,65,5,22,40,59,75,a9914eaa4df0e396fac31dabdbc5e32acf4cb67efa63782493df95730e911ad1
0193,2,26,41,52,73,5,19,31,48,69,4,20,LIBRE,56,67,10,16,45,49,70,1,23,37,55,61,ff920653a3cf1996ec75b4724b8cd051f9e8ffe4d92d084c1a03782b5dde89b7
0194,7,24,34,55,72,15,18,37,56,62,2,23,LIBRE,47,75,1,30,44,52,67,4,19,41,48,69,a97182c0f72c35b7ac68be8dd43abff4ad3b018646f455b5919161eb5a0d0501
0195,12,30,37,46,66,7,28,31,50,70,10,18,LIBRE,49,62,6,22,43,52,72,8,20,36,60,74,6485f814666d86c7cd1de01c84aac6282a28074180845fc9fcf9be33a777031a
0196,4,19,32,46,67,12,28,36,56,64,9,29,LIBRE,53,63,6,24,39,55,71,2,22,37,48,61,a5d8d77f22bf1e0275c22ed452fe18044d06e3ef6efe329fcead52dafc77fa5f
0197,3,25,37,46,61,13,23,35,55,70,4,19,LIBRE,59,63,9,24,39,57,67,2,28,44,54,75,52756eb203985578adf7a7f912ea3c1e144681b5a150b1700dacf481319d6e57
0198,14,25,44,53,75,7,17,32,48,71,5,27,LIBRE,54,66,3,16,40,47,62,1,30,39,52,64,bb0133f681916b44736dc25ca26a66a0bebb9289843fd20c3d887aa0dc932300
0199,4,19,39,56,63,7,30,31,55,67,6,26,LIBRE,48,75,3,21,32,54,72,1,27,36,49,64,c07b7067a9da616badc04ea16e325e9bfced5a94a1acd249fd1811e54829ca94
0200,14,25,35,50,64,3,26,31,51,67,13,30,LIBRE,47,62,11,16,39,55,71,7,24,45,52,70,fc574913f1205023e404f5faacfe9780cf055bfc6b9eb176b56d7dea110b6edd
0201,9,16,44,58,64,8,18,36,55,63,12,27,LIBRE,53,65,13,21,34,52,62,6,25,41,51,61,296e628402081c14df0400dfcc15c55997bd0a054ceaa65149ee4628d51d5251
0202,11,17,45,46,71,8,21,42,52,63,14,28,LIBRE,60,69,6,27,33,54,72,12,16,32,58,61,7efb54dede3fa585318d482a3d66693ff3a156a628ce91ed38c62ebf49b5c0fd
0203,1,22,39,60,69,5,25,36,52,70,11,20,LIBRE,58,75,2,26,45,55,62,8,23,34,46,63,19341c8603382778e34c79720463995e2aed77e62d59e344c082bebcf797718d
0204,13,27,33,57,73,2,29,39,58,66,4,19,LIBRE,49,62,7,23,37,60,64,1,24,34,50,69,9e724a3d2f7ae903b65e5aede25988538df139339bd63ed31b41085426f7dd10
0205,4,27,39,56,71,13,17,42,55,63,2,20,LIBRE,57,64,14,25,34,60,70,12,22,32,53,68,27c6283caaa58f156e48e4cd742886579c6d17fbfbbb976e648bac3dad4ef0c5
0206,7,18,40,51,75,11,17,34,54,61,1,29,LIBRE,56,73,8,23,44,55,62,5,22,42,47,64,187185f935993c3b134bb85821863fb613e1551a74d30da7e2c041ee26ab562c
0207,5,27,42,51,62,11,21,39,60,70,8,29,LIBRE,53,71,15,23,44,48,73,7,24,45,55,74,569726a4f9d56432dc352b022689f9acaa241efc4f6285cbf99e62d320a9e5f6
0208,7,24,34,59,70,1,22,43,46,74,9,29,LIBRE,51,66,15,17,35,60,61,8,19,37,55,64,3e0d123989044e9afe997d81c3aae209f588320de6d9ffa1f3ad6c413b3269e0
0209,13,18,45,56,61,14,28,34,59,74,9,30,LIBRE,54,68,4,25,35,55,73,10,22,32,50,70,b14578d7410d565060cd86fd72b3bc27f1972cef03d4d4c6f2ed259e55a0b3ad
0210,3,19,33,49,64,11,29,41,53,68,2,28,LIBRE,51,66,4,30,38,47,65,5,21,45,50,70,cda3c35f18e10334cdc48cd52e52e6080fb9e116d39cfb7791541abb1cd36b08
0211,5,19,34,49,74,2,16,39,48,73,4,18,LIBRE,46,70,10,22,32,50,62,1,17,33,56,71,f1db416b11dcaf3963b1b94b8bf56661433eb20751cbf6c5d487330ecca1ac72
0212,11,23,37,60,67,10,21,41,49,65,2,18,LIBRE,55,72,13,19,45,52,64,15,28,31,54,69,e8ec836173feb1805c743b2d7f22e720c277111c83901d045694b3bb5f43aaf6
0213,9,30,35,53,65,6,21,38,50,62,5,17,LIBRE,47,72,10,22,34,55,74,8,18,37,59,73,02e7f1b4f6d9d2a662f1c99475e4289825b4ea357b141f473a64cc147204bc75
0214,5,24,42,55,75,10,17,32,53,61,9,19,LIBRE,56,74,12,18,38,52,73,8,21,31,51,69,4aeee374244fd237def19a904f5c95b4c502999b2f0b7820108e26999a841fd9
0215,6,19,35,53,66,11,21,33,49,70,9,26,LIBRE,54,62,5,29,39,56,73,3,17,38,50,63,0b0bfe804924b966dbed6537d9db7dc156f6bf566361c4d7a985affaa491d008
0216,14,21,41,55,64,10,23,40,57,66,5,20,LIBRE,49,73,2,17,42,46,61,13,16,36,58,71,d5f9be3683ddcf77cea70305dfe6542700f66d60cae4ff2a17d06e61a19cb8ea
0217,12,29,45,51,74,7,17,36,49,66,13,27,LIBRE,57,64,6,28,38,60,67,15,24,41,52,73,df3f6494faf5f86c119636a41e3e42a29ae6c373cf9650b92263d2733db409a0
0218,9,21,40,58,73,10,22,34,55,67,13,16,LIBRE,46,70,5,20,42,48,75,4,23,32,56,63,dca00d8bfa3c21d5205c691276bcd48d9452d3831b41cabcdbc8a2f54aa7e6f4
0219,14,22,45,53,75,3,21,43,56,67,9,23,LIBRE,47,68,10,24,32,60,62,4,18,36,59,70,60b94892437667e79b84cdea1a6dfb007acc8812508b85561115bb2502ab3ad6
0220,11,23,36,53,62,9,19,32,55,72,15,25,LIBRE,50,67,4,16,35,56,73,5,30,44,46,66,7d608414a2566d798401ac8e1d894c75e5f6fc7ae2cfbf65276e130393e4cfa9
0221,7,18,36,47,73,14,21,35,54,63,15,28,LIBRE,48,61,6,19,44,55,70,8,26,38,56,66,a4f105a356a51009e521c5fcba8c574c1e8606fbff1cecdb1eb2c5f041e607b9
0222,1,30,43,47,61,13,22,44,48,71,4,21,LIBRE,51,65,6,16,36,53,63,2,23,32,55,72,d2c7d0270ef0417443c8f29bc318cac2b7aed0e84b6d2a8f59489a37c785cc3a
0223,3,20,33,49,69,15,24,42,53,63,10,22,LIBRE,50,74,5,28,41,60,73,13,30,44,59,75,8e1da03a9ff0f2707bf42e947c64412a4849bc7f25ea1e299d42caeac6ac3335
0224,13,28,32,52,62,8,22,41,48,68,5,24,LIBRE,58,74,7,16,40,51,70,4,26,39,60,66,c8c0e2bd56e9f24d5ba2404c88a2e9815076098e40a9ccde292a7d8618aba36c
0225,13,17,44,59,63,9,22,34,51,74,5,24,LIBRE,57,66,6,21,40,55,67,3,28,33,52,73,022da60fc14e82c521f32f33b7d0838e1ed4435bbbcc61c2db6a0ca7bc7d3d36
0226,7,23,41,53,63,14,30,32,51,72,4,21,LIBRE,47,74,10,20,44,48,70,1,22,33,58,67,523dfc89225be1330d6c9685786447c402c54c786e3f84647b069e9e1d9634ba
0227,4,16,35,53,67,14,22,41,60,62,1,27,LIBRE,49,71,11,30,34,47,75,5,17,42,54,69,484e37d58762b3d01a10e758c6a6a78f37a9a3f7d7d5b849d7ba8ce1340eece4
0228,9,27,42,47,70,11,29,38,49,71,14,20,LIBRE,53,72,7,26,44,54,63,8,16,31,55,66,aedeca6c16d92a9c96c1bf34981b91b60ecf778511c1c82789116fa29d18c0d8
0229,6,19,45,48,69,15,21,35,53,63,2,25,LIBRE,55,68,7,18,39,60,72,1,16,44,52,66,d8bcda34beb7cf8d92d5c21cfab7d2a257aa98980832272bccfa57faccba7446
0230,7,26,38,55,70,2,21,36,54,66,10,25,LIBRE,51,67,5,30,45,59,63,14,29,40,48,71,1c9fa492989541f23af131a25098df1b330bc0e72352b30b9b3b4d0fc94e6575
0231,8,27,43,48,70,9,21,33,46,73,13,30,LIBRE,52,75,12,22,40,56,72,5,24,36,51,71,16ef94bec69aa9f694afaa69390ac1bf646deee9a7b70a4c3f6cd154c895d828
0232,6,18,31,55,69,9,20,34,52,62,11,17,LIBRE,54,61,2,26,38,48,64,3,16,37,50,72,11f03c6a3e0a7270b5972fe77d4bb1a1b3e16ca6cff865317f05f71f25c178c4
0233,15,19,38,46,72,14,22,32,56,62,8,24,LIBRE,59,64,4,30,39,55,66,12,29,43,48,69,01d4771cf2546d0de73961c3a5667fe73cad7456257a488e9083e71f4dec63a6
0234,13,22,37,56,63,5,20,33,58,66,14,28,LIBRE,48,65,15,23,44,54,61,12,24,35,49,74,e721c87a2708a582d1d7768a361904acad9d4c879d82e2c88639e4b0fce18c7e
0235,10,20,35,48,64,5,27,36,52,70,6,25,LIBRE,56,68,11,29,42,59,74,4,17,40,47,62,bf830c2709c7d68c3417bd7475e50adf0893181050a54842233e30a081ff12ae
0236,10,19,42,53,73,1,29,40,60,64,5,22,LIBRE,57,66,4,16,37,54,75,9,25,39,51,67,30097dd72952eab6b91e940b8e4033ea38a3e4eed3da846681d3bb2b3605074e
0237,14,17,38,54,63,15,25,42,48,75,1,27,LIBRE,56,67,2,22,32,50,66,3,21,36,46,73,8cf7e97b0df9c190219a1a43a0f1d0c71caa21e9229796d7de80d4dbd4d50ce8
0238,7,18,34,47,68,3,24,33,50,67,1,26,LIBRE,58,64,9,17,36,53,74,15,16,32,54,72,5613173bcb505b3b82cb576f5994f1c85745b20874ec91bbc8527df24bded85a
0239,14,24,42,56,63,9,16,45,52,67,4,23,LIBRE,47,69,6,30,36,55,64,15,21,43,57,70,4e18b2d6d38cacffc22c203dfbc4d69f153867175f526eb06a2a7d326da20f4e
0240,14,24,31,56,63,6,16,42,54,64,2,18,LIBRE,51,75,3,29,37,57,69,5,20,39,48,61,93c0c61583c0fefc5661387eb1328856cc84d19fb9e3bb53164c6fefc6e03943
0241,13,26,32,57,70,8,28,37,54,62,7,19,LIBRE,53,75,15,27,44,55,67,4,17,39,47,64,510cd284b553723be260ce0f68b2f644e87b1c35bd8d5437a5d9752760a49134
0242,8,17,35,50,69,4,16,41,54,73,7,23,LIBRE,46,67,6,18,38,60,62,12,30,40,55,68,2efce194555a7390565774e8312b10d9d753463ae00b5c906d816a54990259fd
0243,14,30,32,54,72,10,29,39,59,67,15,22,LIBRE,49,69,2,28,31,48,74,3,17,36,58,70,2ae044ef18ef367a15bfcb9250a0322e74c75468f3f18927793a48c4a5d0af94
0244,7,26,38,48,64,14,17,41,49,63,3,19,LIBRE,54,71,15,23,40,53,70,8,29,45,51,69,bb1f3c93f1a9cd36cb07ec295ad07ebad2dde3c38dfb66d6ed8a104abfca9c1f
0245,8,18,38,52,70,7,30,39,50,73,1,19,LIBRE,60,72,2,17,42,56,66,15,20,37,59,62,085b65f3a959452b5b72d04d338f40eefad31ad274fb6de2d387f3ce68cc4824
0246,11,16,41,52,61,3,18,35,58,65,1,28,LIBRE,47,71,5,26,40,50,74,4,20,36,49,62,dcecffe5fe61932289b12c9f7e0ccb6f94665b7c3998b3059d0a2c7d27b0b27b
0247,14,23,32,55,72,13,17,33,56,69,4,27,LIBRE,57,75,12,20,45,46,63,7,30,36,50,67,08094287739700e21f8319510956e6d051f23366e3ab7e18d986080cfb92288f
0248,3,19,36,53,65,2,20,41,51,64,4,22,LIBRE,50,68,11,24,45,49,69,9,25,32,48,74,3b258e40c88ce7de0799c20c44c817e74ca4e57caffec681239c29682aa0cb4b
0249,5,19,44,47,61,1,24,32,59,74,6,23,LIBRE,57,62,3,26,34,53,75,4,21,42,58,65,34e7cd7344828a730c57ad800e6574d986966556c75cd2d017f9a183599bb52a
0250,1,17,44,47,62,9,26,39,55,71,10,19,LIBRE,49,72,4,27,35,57,66,12,25,43,59,74,e881d8e03dcfc1c83332fe20fd57aad70b2e9c5b9bb5be8d3e2d1802250fd27d
0251,14,28,42,54,70,4,30,39,48,68,1,19,LIBRE,51,72,10,22,44,50,66,3,16,45,53,73,71c991c9d631ad53b9b31ef8ef26f20a21ba29c0e4ab347fd8fd0e0bc2141cb6
0252,4,25,42,51,69,13,17,45,46,67,12,28,LIBRE,47,66,6,29,41,57,65,7,20,43,60,74,05bba645bc863498e238be0705fb37a9f6c83d0e810eba78dec4a166af3970de
0253,15,28,44,56,67,7,27,39,57,63,13,23,LIBRE,59,73,5,22,43,55,69,4,24,34,51,62,302b57a9806c5a729bb89a0a4692f9f3a6263aa55eb812ec2e228df03efd109d
0254,7,28,36,46,69,12,21,43,51,74,9,20,LIBRE,47,62,3,29,35,56,67,8,26,44,54,68,4de73596b2d31d522698b29f2c531aa1a567f3e6e5c6bf89933cdfda5ac57ac0
0255,6,21,43,48,74,11,25,40,53,66,8,29,LIBRE,46,62,5,28,42,59,69,13,24,36,49,71,a491da1b116e7228e1e5d23b820d2e26ddd8ad955f7f7146e892ea0a702e7cde
0256,3,29,31,48,70,12,20,33,58,65,1,30,LIBRE,56,74,13,28,40,47,73,11,23,43,60,66,e95384294abbc9d2463964f2539c3fe4c51461451bac89b8477ae5fb66d98da8
0257,5,25,31,49,73,1,24,34,48,69,4,19,LIBRE,50,71,11,30,38,52,62,15,21,36,57,66,5bd32a1e28ad3fb975bfca45c8e9ebf672fc341a67f4c7671d5ed27b95af0f84
0258,11,21,41,51,64,9,23,45,54,69,5,25,LIBRE,55,61,8,17,40,47,73,15,26,36,49,65,9ee21455f5c5d091de22a283d96822eb0a1f30df131320e5282df70667c7d966
0259,8,18,35,50,65,6,26,41,52,71,11,29,LIBRE,46,68,10,19,38,47,61,15,27,31,55,72,5416c1982f0ea23ecb31f011c372f00dfc7b8f99208ae4644850d2080c86e7bb
0260,7,18,44,56,69,10,22,38,47,74,5,16,LIBRE,48,71,6,28,39,58,73,13,23,31,46,72,faa3dbf6c3ba1ef2d589404baad5fd5da7354140328615903eb243fc3203305c
0261,3,16,42,54,67,7,21,36,53,74,11,30,LIBRE,47,73,10,29,41,48,68,9,23,39,57,75,eb2d12b9553bbc00cf1ae2c6e4a03f87e24e62391b8aa11f670e31fd5e7d057e
0262,13,28,37,49,65,4,18,39,48,61,15,19,LIBRE,47,63,1,17,41,58,75,8,25,43,50,68,964de03b5d77fa6601173a6dcaac954acdd01b460fcc10aaa27a25f606a1cab7
0263,14,18,33,51,68,10,28,36,56,62,3,27,LIBRE,50,69,5,26,43,59,66,8,30,44,55,74,90978065fc4dfc579f55d64a38d8758749898644853fe7ed04ada1f23ec1df14
0264,11,18,43,49,64,5,21,45,59,72,9,20,LIBRE,54,74,10,26,42,47,62,12,17,39,51,66,0bed7a4132696175b84b340953668cb2b1687e3869b949c579ebc3f487e9dc68
0265,3,23,36,51,69,2,19,38,59,73,1,16,LIBRE,49,66,7,25,34,50,63,8,18,37,55,70,6c8fa9ef5d5d8bea2a5bb6dcdded1f02b67e16f9cf591bba825d3be59738ac39
0266,8,27,44,56,75,1,16,33,50,63,5,18,LIBRE,51,68,6,24,32,58,74,10,23,42,52,73,3a0167e4a019b966f5d0500ebdbee6774d4025260a557bf8b7cddfd186388d07
0267,1,21,35,53,68,12,25,31,60,70,10,26,LIBRE,50,67,13,16,43,55,73,11,27,32,49,64,3b8b22d7c8a7439a0f5e297d685d1d0a0329f281dce8bc2afec5ebd9fa240130
0268,1,20,42,53,70,9,16,37,60,71,4,23,LIBRE,55,62,5,19,38,49,74,2,27,36,57,68,5d041edf203b28dd9d832ef28b53320e8bf06ab038c0238d6ea5f52fe378b346
0269,6,26,45,53,71,7,28,37,51,62,11,30,LIBRE,52,63,5,23,34,59,67,10,16,39,54,68,45438ad4ea25d7026feeda966abcacc1eabff728b76498160c27dd12c1c9d4ce
0270,3,20,32,51,66,9,21,45,60,68,13,23,LIBRE,46,73,1,19,39,48,64,4,18,33,49,69,c7e1d09ad1f1b0ff1169b1b66fc501f7bd84d949905e289afe34f89d5bc51215
0271,14,20,38,60,74,9,27,42,52,63,3,30,LIBRE,59,61,13,19,31,47,69,5,23,32,55,62,e1afa3d84ccc2422958eceac81f957689dc40be60cc64b4ffeb74b28615a5d55
0272,11,17,31,55,63,13,24,44,54,74,10,22,LIBRE,50,72,14,21,42,49,61,1,25,32,56,75,2533b4b618db369f5f3f7d0f0a7e863d53fbc3b0021c5f8f35112a44b0ddd86f
0273,14,30,39,49,61,8,21,42,55,68,5,24,LIBRE,54,63,11,26,32,50,73,10,16,31,57,72,aa612f76cd4b2b6dc598744f2eb935c8057dc1b03130753b55279f2596bc89dc
0274,14,25,44,51,66,15,20,40,47,61,7,28,LIBRE,48,70,13,27,37,52,71,9,19,35,53,73,5aaceb84cba068197c4bc1a48c631458ba045d540175cd6c4f77112eaffec614
0275,14,30,40,54,64,9,24,42,53,71,15,18,LIBRE,50,65,5,17,31,56,66,2,16,34,52,75,6c963732c9783a834714dea452c4afa76c7954fc9cb5ed09beebd305700f13eb
0276,14,18,43,48,75,15,25,33,46,62,4,19,LIBRE,50,71,12,16,35,47,73,8,24,41,58,69,0b5913c6cafd29485c5a2a01b2a0e5540f24e1ada62e6809ae3a95feeca597a5
0277,6,26,39,51,69,11,22,40,46,73,9,18,LIBRE,59,64,2,23,42,57,62,13,19,32,55,65,83258d2166b5b53e63a29947216987cfd7ad6ad43b1484a82683370d686b7f21
